contract_id,event_date,name
2853,2021-03-29 13:19:16,Информер ВК. Показ
2853,2021-03-29 13:21:16,Просмотр раздела Тайный покупатель
2853,2021-03-29 14:26:58,Смена пароля
65618,2021-03-05 6:27:11,Информер ВК. Показ
65618,2021-03-09 11:34:08,Информер ВК. Показ
65618,2021-03-09 11:36:28,Информер ВК. Показ
65618,2021-03-15 21:36:27,Включение интернета на 20 минут
65618,2021-03-26 21:45:33,Гарантированный платеж за деньги
65618,2021-04-07 11:29:53,Информер ВК. Показ
65618,2021-04-17 19:13:26,Информер ВК. Показ
65618,2021-04-18 21:56:47,Информер ВК. Показ
65618,2021-04-18 21:56:54,Включение интернета на 20 минут
75381,2021-03-08 14:07:18,Включение интернета на 20 минут
75381,2021-03-09 14:08:41,Включение интернета на 20 минут
75381,2021-03-09 14:08:41,Включение интернета на 20 минут
75381,2021-03-12 13:09:35,Включение интернета на 20 минут
75381,2021-03-13 18:03:04,Включение интернета на 20 минут
75381,2021-03-18 12:09:19,Включение интернета на 20 минут
75381,2021-03-20 15:52:53,Включение интернета на 20 минут
75381,2021-03-24 11:43:33,Включение интернета на 20 минут
75381,2021-03-26 22:06:23,Включение интернета на 20 минут
75381,2021-03-30 16:18:41,Включение интернета на 20 минут
7855,2021-03-03 22:33:42,Информер ВК. Показ
7855,2021-03-03 22:34:48,Информер ВК. Показ
7855,2021-03-03 22:40:31,Гарантированный платеж за деньги
7855,2021-03-10 21:17:56,Информер ВК. Показ
76352,2021-03-01 22:08:24,Информер ВК. Показ
76352,2021-03-20 21:14:49,Информер ВК. Показ
76352,2021-04-03 17:51:12,Информер ВК. Показ
76352,2021-04-03 17:51:25,Информер ВК. Показ
76352,2021-04-03 17:52:39,Включение интернета на 20 минут
76352,2021-04-03 17:53:48,Включение интернета на 20 минут с IVR
76352,2021-04-05 19:40:44,Абонент оставил отзыв в Личном кабинете
76352,2021-04-05 19:41:10,Включение интернета на 20 минут
76352,2021-04-07 20:31:28,Включение интернета на 20 минут
49089,2021-03-05 22:35:32,Информер ВК. Показ
76689,2021-03-18 6:54:11,Включение интернета на 20 минут
77194,2021-03-14 15:02:12,Включение интернета на 20 минут
77194,2021-03-15 10:33:50,Информер ВК. Показ
77194,2021-03-15 10:34:35,Информер ВК. Показ
77194,2021-03-15 10:35:43,Информер ВК. Показ
70656,2021-03-17 20:03:13,Гарантированный платеж за деньги
70656,2021-03-20 21:26:00,Включение интернета на 20 минут
70656,2021-03-20 21:26:00,Включение интернета на 20 минут
70656,2021-04-03 13:53:29,Гарантированный платеж за деньги
70656,2021-04-10 21:00:16,Гарантированный платеж за деньги
70656,2021-04-10 21:07:46,Включение интернета на 20 минут
70656,2021-04-13 21:16:29,Информер ВК. Показ
70656,2021-04-13 21:16:57,Включение интернета на 20 минут
78172,2021-03-04 22:17:30,Включение интернета на 20 минут
78172,2021-03-04 22:17:31,Включение интернета на 20 минут
78172,2021-03-22 23:09:24,Включение интернета на 20 минут
78172,2021-03-22 23:09:24,Включение интернета на 20 минут
78172,2021-03-22 23:38:29,Информер ВК. Показ
78172,2021-04-18 19:02:06,Информер ВК. Показ
78172,2021-04-18 19:05:42,Включение интернета на 20 минут
78426,2021-03-11 13:51:51,Включение интернета на 20 минут
78426,2021-04-11 18:16:43,Гарантированный платеж за деньги
78426,2021-04-16 14:47:52,Включение интернета на 20 минут
78509,2021-03-23 13:34:22,Информер ВК. Показ
78509,2021-03-26 21:31:32,Получение подарка в ЛК: сутки интернета на максимальной скорости
78509,2021-03-26 21:31:35,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
78509,2021-03-26 21:31:43,Информер ВК. Показ
78509,2021-03-26 21:31:53,Включение интернета на 20 минут
78509,2021-03-26 21:32:52,Информер ВК. Показ
78509,2021-03-28 2:40:06,Гарантированный платеж за деньги
78509,2021-03-28 2:40:11,Включение интернета на 20 минут
78509,2021-03-31 10:36:47,Включение интернета на 20 минут
78509,2021-03-31 20:38:12,Смена пароля
78509,2021-04-12 13:58:14,Включение автоматической активации ГП
78509,2021-04-24 11:35:55,Информер ВК. Показ
78509,2021-04-25 14:00:33,Включение интернета на 20 минут
78509,2021-04-25 14:00:42,Гарантированный платеж за деньги
78547,2021-03-22 21:14:00,Включение интернета на 20 минут с IVR
79394,2021-03-23 19:34:29,Включение интернета на 20 минут
79426,2021-04-26 10:53:09,Включение интернета на 20 минут с IVR
79643,2021-03-26 16:55:35,Включение интернета на 20 минут
79643,2021-03-26 16:55:36,Включение интернета на 20 минут
81067,2021-03-18 19:31:01,Включение интернета на 20 минут
81067,2021-03-18 19:31:01,Включение интернета на 20 минут
81393,2021-03-27 15:02:11,Включение интернета на 20 минут
81393,2021-03-27 15:02:22,Включение интернета на 20 минут
81393,2021-04-02 15:19:45,Включение интернета на 20 минут
81393,2021-04-02 15:19:46,Включение интернета на 20 минут
81393,2021-04-16 18:11:42,Включение интернета на 20 минут
81393,2021-04-16 18:11:42,Включение интернета на 20 минут
81393,2021-04-16 18:46:49,Информер ВК. Показ
81393,2021-04-16 19:24:52,Информер ВК. Показ
81393,2021-04-20 10:01:09,Включение интернета на 20 минут
81393,2021-04-20 10:01:10,Включение интернета на 20 минут
81962,2021-04-07 8:42:52,Информер ВК. Показ
81962,2021-04-07 8:43:20,Просмотр раздела Тайный покупатель
82248,2021-03-02 11:18:52,Информер ВК. Показ
82248,2021-03-25 16:11:01,Информер ВК. Показ
82248,2021-03-25 16:12:00,Информер ВК. Показ
82248,2021-04-09 12:44:28,Информер ВК. Показ
82248,2021-04-27 20:32:50,Информер ВК. Показ
82248,2021-04-27 20:33:45,Информер ВК. Показ
84172,2021-03-01 20:33:10,Включение интернета на 20 минут
84172,2021-03-02 22:44:32,Гарантированный платеж за деньги
84172,2021-03-06 10:35:25,Включение интернета на 20 минут
84172,2021-03-09 16:27:44,Включение интернета на 20 минут
84172,2021-03-14 16:43:56,Гарантированный платеж за деньги
84172,2021-03-17 17:01:13,Включение интернета на 20 минут
84172,2021-03-20 20:25:53,Гарантированный платеж за деньги
84172,2021-03-24 19:05:28,Включение интернета на 20 минут
84172,2021-03-31 21:41:15,Гарантированный платеж за деньги
84172,2021-04-05 19:30:14,Включение интернета на 20 минут
84172,2021-04-06 21:35:06,Включение интернета на 20 минут
84172,2021-04-06 21:56:45,Гарантированный платеж за деньги
85581,2021-03-26 8:21:07,Включение интернета на 20 минут
85581,2021-03-30 20:39:55,Включение интернета на 20 минут
85581,2021-03-30 20:40:30,Информер ВК. Показ
85581,2021-03-30 20:40:57,Гарантированный платеж за деньги
85581,2021-04-06 22:14:27,Информер ВК. Показ
86740,2021-04-17 14:32:25,Принято заявление и доп. соглашение по переезду
86740,2021-04-17 14:32:29,Информер ВК. Показ
86740,2021-04-17 14:33:18,Информер ВК. Показ
86740,2021-04-17 14:36:34,Информер ВК. Показ
86740,2021-04-19 11:00:27,Включение интернета на 20 минут с IVR
87011,2021-03-25 17:45:35,Включение интернета на 20 минут
87011,2021-03-25 17:45:36,Включение интернета на 20 минут
87120,2021-03-10 19:05:30,Информер ВК. Показ
87120,2021-03-10 19:09:26,Информер ВК. Показ
87120,2021-03-10 19:11:41,Информер ВК. Показ
87120,2021-04-11 0:07:31,Включение интернета на 20 минут с IVR
87120,2021-04-14 21:44:14,Включение IPTV-пакета
87158,2021-04-16 20:47:21,Включение интернета на 20 минут с IVR
87382,2021-03-07 10:55:57,Включение интернета на 20 минут
87673,2021-03-15 15:04:31,Информер ВК. Показ
87673,2021-03-15 15:08:16,Гарантированный платеж за деньги
87673,2021-03-18 22:04:29,Информер ВК. Показ
87673,2021-03-18 22:06:12,Информер ВК. Показ
87673,2021-03-18 22:06:23,Гарантированный платеж за деньги
87673,2021-03-25 22:00:31,Гарантированный платеж за деньги
87673,2021-03-29 13:25:30,Гарантированный платеж за деньги
87673,2021-04-01 13:39:28,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
87673,2021-04-01 13:39:38,Получение подарка в ЛК: сутки интернета на максимальной скорости
87673,2021-04-01 16:03:04,Выключение IPTV-пакета
87673,2021-04-01 16:20:57,Гарантированный платеж за деньги
87673,2021-04-09 17:16:40,Включение интернета на 20 минут
87673,2021-04-09 17:43:46,Гарантированный платеж за деньги
87789,2021-03-13 19:29:45,Включение интернета на 20 минут
87789,2021-03-13 19:34:05,Информер ВК. Показ
87789,2021-03-13 19:34:55,Информер ВК. Показ
87789,2021-03-13 19:35:22,Информер ВК. Показ
87789,2021-03-22 15:23:03,Просмотр раздела Тайный покупатель
87789,2021-03-22 15:24:52,Отключение услуги Автоплатёж
88158,2021-03-11 17:56:47,Информер ВК. Показ
88158,2021-03-11 17:59:02,Информер ВК. Показ
88158,2021-03-11 17:59:08,Информер ВК. Показ
88158,2021-03-11 18:02:43,Смена тарифа
88158,2021-03-18 8:11:28,Отключение услуги Автоплатёж
88162,2021-03-22 23:05:11,Информер ВК. Показ
88162,2021-03-22 23:05:51,Включение интернета на 20 минут
88162,2021-03-22 23:07:29,Информер ВК. Показ
88162,2021-04-24 17:25:28,Включение интернета на 20 минут с IVR
88252,2021-04-14 15:59:54,Информер ВК. Показ
88252,2021-04-17 21:05:17,Информер ВК. Показ
88252,2021-04-18 13:01:25,Информер ВК. Показ
88596,2021-03-11 15:57:17,Информер ВК. Показ
88596,2021-03-11 16:03:00,Информер ВК. Показ
88596,2021-03-11 16:05:33,Отключение услуги Автоплатёж
88596,2021-03-11 16:06:04,Включение ограничения функций ТВ
88596,2021-03-11 16:07:21,Информер ВК. Показ
88596,2021-04-20 10:19:45,Информер ВК. Показ
88596,2021-04-20 10:20:19,Информер ВК. Показ
88642,2021-04-08 11:44:37,Включение интернета на 20 минут
88789,2021-04-19 22:49:13,Включение интернета на 20 минут
89921,2021-04-17 16:14:03,Включение интернета на 20 минут с IVR
91201,2021-03-30 22:55:00,Информер ВК. Показ
91201,2021-04-11 20:57:45,Информер ВК. Показ
91313,2021-04-20 10:24:03,Включение интернета на 20 минут с IVR
92082,2021-03-01 8:16:10,Включение интернета на 20 минут
92082,2021-03-04 8:11:16,Включение интернета на 20 минут
92082,2021-03-05 8:21:25,Включение интернета на 20 минут
92082,2021-03-10 13:21:10,Информер ВК. Показ
92082,2021-03-10 13:21:25,Включение интернета на 20 минут
92082,2021-03-12 9:04:00,Включение интернета на 20 минут
92082,2021-03-12 14:34:05,Информер ВК. Показ
92082,2021-03-14 7:55:28,Включение интернета на 20 минут
92082,2021-03-19 19:02:53,Включение интернета на 20 минут
92082,2021-04-09 9:00:21,Информер ВК. Показ
92082,2021-04-09 9:00:37,Включение интернета на 20 минут
92192,2021-03-03 16:34:30,Гарантированный платеж за деньги
92192,2021-03-11 18:36:45,Гарантированный платеж за деньги
92192,2021-03-14 19:21:31,Включение интернета на 20 минут
92192,2021-03-14 19:21:31,Включение интернета на 20 минут
92192,2021-03-16 19:42:34,Гарантированный платеж за деньги
92192,2021-03-22 20:54:37,Гарантированный платеж за деньги
92192,2021-03-25 21:11:02,Включение интернета на 20 минут
92192,2021-03-25 21:11:02,Включение интернета на 20 минут
92192,2021-03-26 22:59:45,Гарантированный платеж за деньги
92192,2021-03-30 0:42:21,Гарантированный платеж за деньги
92192,2021-03-30 0:42:37,Включение интернета на 20 минут
92192,2021-04-03 7:26:31,Гарантированный платеж за деньги
92213,2021-03-18 14:44:18,Гарантированный платеж за деньги
92213,2021-03-22 7:16:22,Информер ВК. Показ
92283,2021-04-06 23:06:25,Включение интернета на 20 минут
92681,2021-04-11 12:33:13,Информер ВК. Показ
93186,2021-04-09 0:55:11,Гарантированный платеж за деньги
93431,2021-03-13 19:44:15,Гарантированный платеж за деньги
93431,2021-03-13 19:44:50,Включение интернета на 20 минут
93431,2021-04-17 1:06:37,Гарантированный платеж за деньги
93431,2021-04-17 1:06:45,Включение интернета на 20 минут
93935,2021-03-02 10:50:58,Включение интернета на 20 минут
93935,2021-03-10 11:34:14,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
93935,2021-03-10 11:34:16,Получение подарка в ЛК: сутки интернета на максимальной скорости
93935,2021-03-10 11:34:17,Информер ВК. Показ
93935,2021-03-10 11:34:26,Информер ВК. Показ
93935,2021-03-10 11:35:18,Без границ платно. Отключение
93935,2021-03-10 11:35:26,Гарантированный платеж за деньги
93935,2021-03-13 11:57:54,Включение интернета на 20 минут
93935,2021-03-19 11:00:46,Информер ВК. Показ
93935,2021-03-23 22:48:25,Гарантированный платеж за деньги
93935,2021-03-27 18:21:11,Включение интернета на 20 минут
93935,2021-04-09 11:34:03,Гарантированный платеж за деньги
93935,2021-04-12 11:49:44,Информер ВК. Показ
93935,2021-04-12 11:49:50,Включение интернета на 20 минут
93935,2021-04-12 12:13:32,Информер ВК. Показ
93935,2021-04-23 22:10:34,Информер ВК. Показ
93935,2021-04-23 22:10:45,Гарантированный платеж за деньги
95168,2021-04-02 16:22:54,Информер ВК. Показ
95168,2021-04-02 16:23:18,Включение интернета на 20 минут
95168,2021-04-02 16:24:11,Гарантированный платеж за деньги
95168,2021-04-02 16:24:20,Информер ВК. Показ
95975,2021-03-10 21:21:09,Включение интернета на 20 минут
95975,2021-03-10 21:44:03,Информер ВК. Показ
95975,2021-03-11 19:29:58,Информер ВК. Показ
95975,2021-03-11 19:30:13,Информер ВК. Показ
96477,2021-03-02 21:42:38,Включение интернета на 20 минут
96477,2021-03-03 10:26:48,Включение IPTV-пакета
96477,2021-03-04 22:00:10,Гарантированный платеж за деньги
96477,2021-03-04 22:02:02,Включение интернета на 20 минут
96477,2021-03-07 22:46:48,Включение интернета на 20 минут
96477,2021-03-07 23:50:19,Выключение IPTV-пакета
96477,2021-03-09 12:11:39,Гарантированный платеж за деньги
96477,2021-03-12 12:28:15,Включение интернета на 20 минут
96477,2021-03-13 12:47:39,Гарантированный платеж за деньги
96477,2021-03-16 14:03:13,Включение интернета на 20 минут
96477,2021-03-20 18:58:55,Гарантированный платеж за деньги
96477,2021-03-23 19:20:44,Информер ВК. Показ
96477,2021-03-24 19:52:27,Информер ВК. Показ
96477,2021-03-24 19:52:40,Гарантированный платеж за деньги
